Unix,Timestamp,UTC_Date_&_Time,date,time,time2,Battery,Temperature,DOmgL,DOsat,Q
1617777060,4/7/2021,6:31:00,4/6/2021,23:31:00,522,3.47,11.552,12.914,118.610623,1.001
1617777960,4/7/2021,6:46:00,4/6/2021,23:46:00,523,3.47,11.507,12.944,118.763518,1
1617778860,4/7/2021,7:01:00,4/7/2021,0:01:00,524,3.47,11.462,13.053,119.639965,1
1617779760,4/7/2021,7:16:00,4/7/2021,0:16:00,525,3.47,11.193,13.296,121.114946,1
1617780660,4/7/2021,7:31:00,4/7/2021,0:31:00,526,3.47,10.833,13.414,121.175791,0.998
1617781560,4/7/2021,7:46:00,4/7/2021,0:46:00,527,3.47,10.353,13.065,116.709186,1
1617782460,4/7/2021,8:01:00,4/7/2021,1:01:00,528,3.47,10.052,12.544,111.265728,1
1617783360,4/7/2021,8:16:00,4/7/2021,1:16:00,529,3.47,10.006,12.256,108.593405,0.999
1617784260,4/7/2021,8:31:00,4/7/2021,1:31:00,530,3.47,9.878,12.092,106.817174,1
1617785160,4/7/2021,8:46:00,4/7/2021,1:46:00,531,3.47,9.777,11.855,104.473781,1
1617786060,4/7/2021,9:01:00,4/7/2021,2:01:00,532,3.47,9.676,11.633,102.27239,1
1617786960,4/7/2021,9:16:00,4/7/2021,2:16:00,533,3.47,9.639,11.444,100.522528,1
1617787860,4/7/2021,9:31:00,4/7/2021,2:31:00,534,3.47,9.612,11.397,100.04556,1
1617788760,4/7/2021,9:46:00,4/7/2021,2:46:00,535,3.46,9.584,11.307,99.189553,1
1617789660,4/7/2021,10:01:00,4/7/2021,3:01:00,536,3.47,9.556,11.34,99.412895,1
1617790560,4/7/2021,10:16:00,4/7/2021,3:16:00,537,3.47,9.566,11.069,97.060213,0.999
1617791460,4/7/2021,10:31:00,4/7/2021,3:31:00,538,3.47,9.547,11.027,96.648286,1
1617792360,4/7/2021,10:46:00,4/7/2021,3:46:00,539,3.47,9.538,10.821,94.822474,1
1617793260,4/7/2021,11:01:00,4/7/2021,4:01:00,540,3.47,9.51,10.753,94.163895,1.001
1617794160,4/7/2021,11:16:00,4/7/2021,4:16:00,541,3.46,9.483,10.888,95.284871,1
1617795060,4/7/2021,11:31:00,4/7/2021,4:31:00,542,3.46,9.473,10.876,95.157209,0.999
1617795960,4/7/2021,11:46:00,4/7/2021,4:46:00,543,3.47,9.538,10.877,95.313191,1
1617796860,4/7/2021,12:01:00,4/7/2021,5:01:00,544,3.46,9.695,11.431,100.541768,1
1617797760,4/7/2021,12:16:00,4/7/2021,5:16:00,545,3.46,9.887,11.906,105.196467,1.001
1617798660,4/7/2021,12:31:00,4/7/2021,5:31:00,546,3.46,10.061,12.105,107.394541,1.001
1617799560,4/7/2021,12:46:00,4/7/2021,5:46:00,547,3.46,10.216,12.208,108.703813,1
1617800460,4/7/2021,13:01:00,4/7/2021,6:01:00,548,3.46,10.298,12.204,108.877478,1.001
1617801360,4/7/2021,13:16:00,4/7/2021,6:16:00,549,3.46,10.435,12.09,108.207029,1.002
1617802260,4/7/2021,13:31:00,4/7/2021,6:31:00,550,3.46,10.634,12.074,108.567072,1.001
1617803160,4/7/2021,13:46:00,4/7/2021,6:46:00,551,3.46,10.779,12.122,109.367165,1
1617804060,4/7/2021,14:01:00,4/7/2021,7:01:00,552,3.46,10.716,12.16,109.549371,0.999
1617804960,4/7/2021,14:16:00,4/7/2021,7:16:00,553,3.46,10.589,12.167,109.288586,1
1617805860,4/7/2021,14:31:00,4/7/2021,7:31:00,554,3.46,10.58,12.135,108.978269,0.999
1617806760,4/7/2021,14:46:00,4/7/2021,7:46:00,555,3.46,10.571,12.103,108.668074,1
1617807660,4/7/2021,15:01:00,4/7/2021,8:01:00,556,3.46,10.571,12.078,108.443609,1
1617808560,4/7/2021,15:16:00,4/7/2021,8:16:00,557,3.46,10.679,12.003,108.041859,0.999
1617809460,4/7/2021,15:31:00,4/7/2021,8:31:00,558,3.46,10.797,11.983,108.158317,0.998
1617810360,4/7/2021,15:46:00,4/7/2021,8:46:00,559,3.47,10.869,11.895,107.5437,1
1617811260,4/7/2021,16:01:00,4/7/2021,9:01:00,560,3.46,10.887,11.781,106.557513,1
1617812160,4/7/2021,16:16:00,4/7/2021,9:16:00,561,3.46,10.914,11.535,104.397837,1
1617813060,4/7/2021,16:31:00,4/7/2021,9:31:00,562,3.47,10.95,11.408,103.334622,1
1617813960,4/7/2021,16:46:00,4/7/2021,9:46:00,563,3.46,10.941,11.363,102.905541,0.998
1617814860,4/7/2021,17:01:00,4/7/2021,10:01:00,564,3.46,10.959,11.14,100.928102,1
1617815760,4/7/2021,17:16:00,4/7/2021,10:16:00,565,3.46,10.995,11.141,101.021367,1.001
1617816660,4/7/2021,17:31:00,4/7/2021,10:31:00,566,3.46,11.094,11.032,100.262385,0.998
1617817560,4/7/2021,17:46:00,4/7/2021,10:46:00,567,3.47,11.211,10.771,98.155154,1
1617818460,4/7/2021,18:01:00,4/7/2021,11:01:00,568,3.46,11.22,10.734,97.838284,1
1617819360,4/7/2021,18:16:00,4/7/2021,11:16:00,569,3.47,11.229,10.734,97.858592,1
1617820260,4/7/2021,18:31:00,4/7/2021,11:31:00,570,3.47,11.058,10.698,97.145986,0.999
1617821160,4/7/2021,18:46:00,4/7/2021,11:46:00,571,3.47,10.986,10.562,95.751308,0.998
1617822060,4/7/2021,19:01:00,4/7/2021,12:01:00,572,3.46,10.986,10.75,97.455648,1
1617822960,4/7/2021,19:16:00,4/7/2021,12:16:00,573,3.47,11.022,10.691,97.00159,0.999
1617823860,4/7/2021,19:31:00,4/7/2021,12:31:00,574,3.47,10.959,10.623,96.244096,0.997
1617824760,4/7/2021,19:46:00,4/7/2021,12:46:00,575,3.46,10.986,10.568,95.805702,0.999
1617825660,4/7/2021,20:01:00,4/7/2021,13:01:00,576,3.46,10.977,10.493,95.105951,1
1617826560,4/7/2021,20:16:00,4/7/2021,13:16:00,577,3.47,10.923,10.355,93.737775,0.999
1617827460,4/7/2021,20:31:00,4/7/2021,13:31:00,578,3.47,10.86,10.346,93.519523,0.998
1617828360,4/7/2021,20:46:00,4/7/2021,13:46:00,579,3.47,10.788,10.313,93.065464,0.998
1617829260,4/7/2021,21:01:00,4/7/2021,14:01:00,580,3.47,10.707,10.331,93.052427,0.999
1617830160,4/7/2021,21:16:00,4/7/2021,14:16:00,581,3.47,10.679,10.435,93.927917,0.998
1617831060,4/7/2021,21:31:00,4/7/2021,14:31:00,582,3.47,10.643,10.71,96.322448,1
1617831960,4/7/2021,21:46:00,4/7/2021,14:46:00,583,3.47,10.598,10.894,97.874562,1.001
1617832860,4/7/2021,22:01:00,4/7/2021,15:01:00,584,3.46,10.625,10.884,97.846295,1
1617833760,4/7/2021,22:16:00,4/7/2021,15:16:00,585,3.46,10.598,10.73,96.401143,0.999
1617834660,4/7/2021,22:31:00,4/7/2021,15:31:00,586,3.46,10.598,10.623,95.439827,0.999
1617835560,4/7/2021,22:46:00,4/7/2021,15:46:00,587,3.47,10.562,10.654,95.637986,1
1617836460,4/7/2021,23:01:00,4/7/2021,16:01:00,588,3.46,10.562,10.744,96.445891,0.999
1617837360,4/7/2021,23:16:00,4/7/2021,16:16:00,589,3.46,10.562,10.834,97.253796,1
1617838260,4/7/2021,23:31:00,4/7/2021,16:31:00,590,3.46,10.553,10.845,97.332095,0.999
1617839160,4/7/2021,23:46:00,4/7/2021,16:46:00,591,3.46,10.507,10.847,97.24554,0.999
1617840060,4/8/2021,0:01:00,4/7/2021,17:01:00,592,3.46,10.498,10.928,97.951126,1
1617840960,4/8/2021,0:16:00,4/7/2021,17:16:00,593,3.47,10.498,10.768,96.516995,0.998
1617841860,4/8/2021,0:31:00,4/7/2021,17:31:00,594,3.47,10.471,10.797,96.71589,1.001
1617842760,4/8/2021,0:46:00,4/7/2021,17:46:00,595,3.46,10.471,10.68,95.667843,0.999
1617843660,4/8/2021,1:01:00,4/7/2021,18:01:00,596,3.47,10.507,10.617,95.183544,0.998
1617844560,4/8/2021,1:16:00,4/7/2021,18:16:00,597,3.46,10.444,10.665,95.473192,1
1617845460,4/8/2021,1:31:00,4/7/2021,18:31:00,598,3.46,10.398,10.71,95.77291,1
1617846360,4/8/2021,1:46:00,4/7/2021,18:46:00,599,3.47,10.353,10.661,95.234339,0.998
1617847260,4/8/2021,2:01:00,4/7/2021,19:01:00,600,3.47,10.298,10.574,94.335501,1
1617848160,4/8/2021,2:16:00,4/7/2021,19:16:00,601,3.46,10.216,10.442,92.978802,0.999
1617849060,4/8/2021,2:31:00,4/7/2021,19:31:00,602,3.46,10.116,10.302,91.516861,0.999
1617849960,4/8/2021,2:46:00,4/7/2021,19:46:00,603,3.46,10.043,10.064,89.24912,0.999
1617850860,4/8/2021,3:01:00,4/7/2021,20:01:00,604,3.46,9.933,9.837,87.010092,0.999
1617851760,4/8/2021,3:16:00,4/7/2021,20:16:00,605,3.46,9.805,9.721,85.724394,0.999
1617852660,4/8/2021,3:31:00,4/7/2021,20:31:00,606,3.46,9.722,9.64,84.843229,1
1617853560,4/8/2021,3:46:00,4/7/2021,20:46:00,607,3.46,9.639,9.548,83.868323,0.999
1617854460,4/8/2021,4:01:00,4/7/2021,21:01:00,608,3.46,9.566,9.514,83.424959,1
1617855360,4/8/2021,4:16:00,4/7/2021,21:16:00,609,3.46,9.547,9.486,83.141892,0.999
1617856260,4/8/2021,4:31:00,4/7/2021,21:31:00,610,3.46,9.529,9.501,83.237741,1
1617857160,4/8/2021,4:46:00,4/7/2021,21:46:00,611,3.46,9.501,9.467,82.884664,1
1617858060,4/8/2021,5:01:00,4/7/2021,22:01:00,612,3.46,9.483,9.522,83.330505,1
1617858960,4/8/2021,5:16:00,4/7/2021,22:16:00,613,3.46,9.556,9.65,84.597393,1
1617859860,4/8/2021,5:31:00,4/7/2021,22:31:00,614,3.46,9.603,9.715,85.262348,0.999
1617860760,4/8/2021,5:46:00,4/7/2021,22:46:00,615,3.46,9.621,9.605,84.332974,0.999
1617861660,4/8/2021,6:01:00,4/7/2021,23:01:00,616,3.46,9.575,9.576,83.986569,1
1617862560,4/8/2021,6:16:00,4/7/2021,23:16:00,617,3.46,9.547,9.421,82.572187,0.999
1617863460,4/8/2021,6:31:00,4/7/2021,23:31:00,618,3.46,9.492,9.38,82.10539,1
1617864360,4/8/2021,6:46:00,4/7/2021,23:46:00,619,3.46,9.547,9.359,82.028776,1.001
1617865260,4/8/2021,7:01:00,4/8/2021,0:01:00,620,3.46,9.658,9.515,83.616135,1
1617866160,4/8/2021,7:16:00,4/8/2021,0:16:00,621,3.46,9.685,9.565,84.109358,0.999
1617867060,4/8/2021,7:31:00,4/8/2021,0:31:00,622,3.46,9.667,9.602,84.398688,0.999
1617867960,4/8/2021,7:46:00,4/8/2021,0:46:00,623,3.46,9.685,9.738,85.630625,0.998
1617868860,4/8/2021,8:01:00,4/8/2021,1:01:00,624,3.46,9.731,9.844,86.65714,1
1617869760,4/8/2021,8:16:00,4/8/2021,1:16:00,625,3.46,9.75,10.234,90.130874,0.998
1617870660,4/8/2021,8:31:00,4/8/2021,1:31:00,626,3.46,9.538,10.455,91.615281,0.999
1617871560,4/8/2021,8:46:00,4/8/2021,1:46:00,627,3.46,9.307,10.475,91.286874,1
1617872460,4/8/2021,9:01:00,4/8/2021,2:01:00,628,3.46,9.02,10.41,90.099466,0.999
1617873360,4/8/2021,9:16:00,4/8/2021,2:16:00,629,3.46,8.843,10.32,88.941381,1
1617874260,4/8/2021,9:31:00,4/8/2021,2:31:00,630,3.46,8.815,10.036,86.43548,1
1617875160,4/8/2021,9:46:00,4/8/2021,2:46:00,631,3.46,8.777,9.842,84.687085,0.998
1617876060,4/8/2021,10:01:00,4/8/2021,3:01:00,632,3.46,8.759,9.785,84.160098,0.999
1617876960,4/8/2021,10:16:00,4/8/2021,3:16:00,633,3.46,8.731,9.948,85.5043,0.998
1617877860,4/8/2021,10:31:00,4/8/2021,3:31:00,634,3.46,8.703,9.983,85.747187,1
1617878760,4/8/2021,10:46:00,4/8/2021,3:46:00,635,3.46,8.656,9.82,84.251476,0.999
1617879660,4/8/2021,11:01:00,4/8/2021,4:01:00,636,3.46,8.637,9.861,84.564418,1
1617880560,4/8/2021,11:16:00,4/8/2021,4:16:00,637,3.46,8.571,9.949,85.183052,1
1617881460,4/8/2021,11:31:00,4/8/2021,4:31:00,638,3.46,8.534,9.84,84.174401,1
1617882360,4/8/2021,11:46:00,4/8/2021,4:46:00,639,3.46,8.553,9.656,82.638399,0.999
1617883260,4/8/2021,12:01:00,4/8/2021,5:01:00,640,3.46,8.543,9.675,82.780971,0.998
1617884160,4/8/2021,12:16:00,4/8/2021,5:16:00,641,3.46,8.543,9.565,81.839792,0.999
1617885060,4/8/2021,12:31:00,4/8/2021,5:31:00,642,3.46,8.515,9.522,81.416672,0.999
1617885960,4/8/2021,12:46:00,4/8/2021,5:46:00,643,3.46,8.534,9.281,79.392543,1
1617886860,4/8/2021,13:01:00,4/8/2021,6:01:00,644,3.46,8.571,9.126,78.13655,0.998
1617887760,4/8/2021,13:16:00,4/8/2021,6:16:00,645,3.46,8.543,9.554,81.745674,1
1617888660,4/8/2021,13:31:00,4/8/2021,6:31:00,646,3.46,8.534,9.565,81.821966,0.998
1617889560,4/8/2021,13:46:00,4/8/2021,6:46:00,647,3.45,8.506,9.629,82.31362,0.999
1617890460,4/8/2021,14:01:00,4/8/2021,7:01:00,648,3.46,8.487,9.638,82.352648,0.999
1617891360,4/8/2021,14:16:00,4/8/2021,7:16:00,649,3.46,8.506,9.606,82.117005,0.999
1617892260,4/8/2021,14:31:00,4/8/2021,7:31:00,650,3.46,8.496,9.71,82.985948,1
1617893160,4/8/2021,14:46:00,4/8/2021,7:46:00,651,3.45,8.487,9.714,83.002036,1
1617894060,4/8/2021,15:01:00,4/8/2021,8:01:00,652,3.46,8.506,9.733,83.202666,0.998
1617894960,4/8/2021,15:16:00,4/8/2021,8:16:00,653,3.45,8.562,9.854,84.351298,1
1617895860,4/8/2021,15:31:00,4/8/2021,8:31:00,654,3.46,8.581,9.884,84.646995,0.999
1617896760,4/8/2021,15:46:00,4/8/2021,8:46:00,655,3.45,8.618,9.881,84.697035,0.999
1617897660,4/8/2021,16:01:00,4/8/2021,9:01:00,656,3.46,8.693,10.013,85.984113,0.999
1617898560,4/8/2021,16:16:00,4/8/2021,9:16:00,657,3.45,8.796,10.023,86.284021,1
1617899460,4/8/2021,16:31:00,4/8/2021,9:31:00,658,3.45,8.936,10.067,86.955209,0.999
1617900360,4/8/2021,16:46:00,4/8/2021,9:46:00,659,3.46,9.038,10.081,87.289627,1.001
1617901260,4/8/2021,17:01:00,4/8/2021,10:01:00,660,3.45,9.131,9.878,85.722727,0.998
1617902160,4/8/2021,17:16:00,4/8/2021,10:16:00,661,3.46,9.215,9.882,85.929973,0.999
1617903060,4/8/2021,17:31:00,4/8/2021,10:31:00,662,3.46,9.27,10.129,88.193626,0.999
1617903960,4/8/2021,17:46:00,4/8/2021,10:46:00,663,3.46,9.316,10.182,88.752518,0.999
1617904860,4/8/2021,18:01:00,4/8/2021,11:01:00,664,3.46,9.335,10.195,88.906131,0.999
1617905760,4/8/2021,18:16:00,4/8/2021,11:16:00,665,3.46,9.4,10.255,89.568068,0.999
1617906660,4/8/2021,18:31:00,4/8/2021,11:31:00,666,3.46,9.446,10.384,90.794191,0.998
1617907560,4/8/2021,18:46:00,4/8/2021,11:46:00,667,3.46,9.538,10.434,91.431262,0.998
1617908460,4/8/2021,19:01:00,4/8/2021,12:01:00,668,3.46,9.612,10.72,94.102694,0.999
1617909360,4/8/2021,19:16:00,4/8/2021,12:16:00,669,3.46,9.685,10.955,96.332255,0.998
1617910260,4/8/2021,19:31:00,4/8/2021,12:31:00,670,3.46,9.676,11.304,99.379962,0.998
1617911160,4/8/2021,19:46:00,4/8/2021,12:46:00,671,3.46,9.713,11.402,100.329486,1
1617912060,4/8/2021,20:01:00,4/8/2021,13:01:00,672,3.46,9.676,11.406,100.276703,0.999
1617912960,4/8/2021,20:16:00,4/8/2021,13:16:00,673,3.46,9.612,11.145,97.833444,0.999
1617913860,4/8/2021,20:31:00,4/8/2021,13:31:00,674,3.46,9.584,11.075,97.154356,0.999
1617914760,4/8/2021,20:46:00,4/8/2021,13:46:00,675,3.46,9.556,11.105,97.352751,0.999
1617915660,4/8/2021,21:01:00,4/8/2021,14:01:00,676,3.46,9.575,11.07,97.089737,0.998
1617916560,4/8/2021,21:16:00,4/8/2021,14:16:00,677,3.46,9.566,11.257,98.70872,0.998
1617917460,4/8/2021,21:31:00,4/8/2021,14:31:00,678,3.46,9.649,11.286,99.158199,0.999
1617918360,4/8/2021,21:46:00,4/8/2021,14:46:00,679,3.46,9.685,11.677,102.681127,0.998
1617919260,4/8/2021,22:01:00,4/8/2021,15:01:00,680,3.46,9.768,11.537,101.649708,0.999
1617920160,4/8/2021,22:16:00,4/8/2021,15:16:00,681,3.46,9.768,11.413,100.557174,0.999
1617921060,4/8/2021,22:31:00,4/8/2021,15:31:00,682,3.46,9.786,11.521,101.551989,0.999
1617921960,4/8/2021,22:46:00,4/8/2021,15:46:00,683,3.46,9.759,11.802,103.962406,0.999
1617922860,4/8/2021,23:01:00,4/8/2021,16:01:00,684,3.46,9.823,11.773,103.864113,0.999
1617923760,4/8/2021,23:16:00,4/8/2021,16:16:00,685,3.46,9.823,11.909,105.063936,0.999
1617924660,4/8/2021,23:31:00,4/8/2021,16:31:00,686,3.46,9.841,12.081,106.626729,0.999
1617925560,4/8/2021,23:46:00,4/8/2021,16:46:00,687,3.46,9.851,12.309,108.664737,0.999
1617926460,4/9/2021,0:01:00,4/8/2021,17:01:00,688,3.46,9.896,12.522,110.662708,1.001
1617927360,4/9/2021,0:16:00,4/8/2021,17:16:00,689,3.46,10.015,12.383,109.741954,1
1617928260,4/9/2021,0:31:00,4/8/2021,17:31:00,690,3.46,10.244,12.214,108.828749,1
1617929160,4/9/2021,0:46:00,4/8/2021,17:46:00,691,3.46,10.571,12.18,109.359427,1
1617930060,4/9/2021,1:01:00,4/8/2021,18:01:00,692,3.46,10.86,12.049,108.913274,0.999
1617930960,4/9/2021,1:16:00,4/8/2021,18:16:00,693,3.46,10.995,12.098,109.698994,1.001
1617931860,4/9/2021,1:31:00,4/8/2021,18:31:00,694,3.46,11.049,12.104,109.890657,1
1617932760,4/9/2021,1:46:00,4/8/2021,18:46:00,695,3.46,11.049,11.988,108.837507,1
1617933660,4/9/2021,2:01:00,4/8/2021,19:01:00,696,3.46,11.13,11.909,108.322918,1
1617934560,4/9/2021,2:16:00,4/8/2021,19:16:00,697,3.46,11.211,11.945,108.85371,1
1617935460,4/9/2021,2:31:00,4/8/2021,19:31:00,698,3.46,11.319,12.105,110.586664,0.999
1617936360,4/9/2021,2:46:00,4/8/2021,19:46:00,699,3.46,11.507,12.143,111.4142,0.998
1617937260,4/9/2021,3:01:00,4/8/2021,20:01:00,700,3.46,11.605,12.082,111.103853,0.999
1617938160,4/9/2021,3:16:00,4/8/2021,20:16:00,701,3.46,11.605,12.081,111.094657,0.999
1617939060,4/9/2021,3:31:00,4/8/2021,20:31:00,702,3.46,11.57,12.15,111.639603,0.999
1617939960,4/9/2021,3:46:00,4/8/2021,20:46:00,703,3.47,11.623,12.241,112.612401,0.999
1617940860,4/9/2021,4:01:00,4/8/2021,21:01:00,704,3.46,11.632,11.949,109.94877,1
1617941760,4/9/2021,4:16:00,4/8/2021,21:16:00,705,3.47,11.57,11.331,104.114267,1
1617942660,4/9/2021,4:31:00,4/8/2021,21:31:00,706,3.47,11.471,10.98,100.660256,1
1617943560,4/9/2021,4:46:00,4/8/2021,21:46:00,707,3.47,11.409,10.794,98.814238,0.998
1617944460,4/9/2021,5:01:00,4/8/2021,22:01:00,708,3.47,11.337,10.814,98.833522,0.999
1617945360,4/9/2021,5:16:00,4/8/2021,22:16:00,709,3.46,11.283,10.874,99.258391,0.999
1617946260,4/9/2021,5:31:00,4/8/2021,22:31:00,710,3.47,11.229,11.004,100.3201,1
1617947160,4/9/2021,5:46:00,4/8/2021,22:46:00,711,3.47,11.175,11.133,101.369787,0.999
1617948060,4/9/2021,6:01:00,4/8/2021,23:01:00,712,3.47,10.977,11.102,100.625776,0.999
1617948960,4/9/2021,6:16:00,4/8/2021,23:16:00,713,3.47,10.625,10.84,97.450738,1
1617949860,4/9/2021,6:31:00,4/8/2021,23:31:00,714,3.47,10.362,10.603,94.736194,0.998
1617950760,4/9/2021,6:46:00,4/8/2021,23:46:00,715,3.47,10.316,10.549,94.152186,1
1617951660,4/9/2021,7:01:00,4/9/2021,0:01:00,716,3.47,10.271,10.591,94.427355,0.998
1617952560,4/9/2021,7:16:00,4/9/2021,0:16:00,717,3.47,10.28,10.635,94.839669,0.999
1617953460,4/9/2021,7:31:00,4/9/2021,0:31:00,718,3.47,10.253,10.656,94.966768,1
1617954360,4/9/2021,7:46:00,4/9/2021,0:46:00,719,3.46,10.235,10.753,95.790762,0.998
1617955260,4/9/2021,8:01:00,4/9/2021,1:01:00,720,3.46,10.143,10.944,97.281761,1
1617956160,4/9/2021,8:16:00,4/9/2021,1:16:00,721,3.46,10.189,10.843,96.488224,0.998
1617957060,4/9/2021,8:31:00,4/9/2021,1:31:00,722,3.46,10.125,10.977,97.533806,1
1617957960,4/9/2021,8:46:00,4/9/2021,1:46:00,723,3.46,10.079,10.938,97.082147,0.999
1617958860,4/9/2021,9:01:00,4/9/2021,2:01:00,724,3.47,10.043,10.932,96.946679,0.998
1617959760,4/9/2021,9:16:00,4/9/2021,2:16:00,725,3.46,9.997,11.177,99.011996,0.998
1617960660,4/9/2021,9:31:00,4/9/2021,2:31:00,726,3.46,9.887,11.546,102.015657,1
1617961560,4/9/2021,9:46:00,4/9/2021,2:46:00,727,3.46,9.593,11.614,101.904458,0.999
1617962460,4/9/2021,10:01:00,4/9/2021,3:01:00,728,3.46,9.344,11.349,98.99091,0.998
1617963360,4/9/2021,10:16:00,4/9/2021,3:16:00,729,3.46,9.187,11.084,96.317574,0.999
1617964260,4/9/2021,10:31:00,4/9/2021,3:31:00,730,3.46,9.122,10.855,94.180976,0.999
1617965160,4/9/2021,10:46:00,4/9/2021,3:46:00,731,3.46,9.103,10.559,91.571114,0.999
1617966060,4/9/2021,11:01:00,4/9/2021,4:01:00,732,3.46,9.122,10.055,87.239955,0.999
1617966960,4/9/2021,11:16:00,4/9/2021,4:16:00,733,3.46,9.113,10.138,87.941128,0.999
1617967860,4/9/2021,11:31:00,4/9/2021,4:31:00,734,3.46,9.122,10.296,89.330938,0.998
1617968760,4/9/2021,11:46:00,4/9/2021,4:46:00,735,3.46,9.122,9.939,86.233507,0.998
1617969660,4/9/2021,12:01:00,4/9/2021,5:01:00,736,3.46,9.085,10.232,88.697,0.999
1617970560,4/9/2021,12:16:00,4/9/2021,5:16:00,737,3.46,9.066,10.069,87.244279,0.999
1617971460,4/9/2021,12:31:00,4/9/2021,5:31:00,738,3.46,9.066,10.424,90.320226,1
1617972360,4/9/2021,12:46:00,4/9/2021,5:46:00,739,3.46,9.047,10.304,89.239805,0.998
1617973260,4/9/2021,13:01:00,4/9/2021,6:01:00,740,3.46,9.038,10.238,88.649062,0.998
1617974160,4/9/2021,13:16:00,4/9/2021,6:16:00,741,3.46,9.029,10.176,88.093195,0.998
1617975060,4/9/2021,13:31:00,4/9/2021,6:31:00,742,3.46,9.038,10.393,89.99118,0.998
1617975960,4/9/2021,13:46:00,4/9/2021,6:46:00,743,3.46,9.094,10.249,88.863528,0.999
1617976860,4/9/2021,14:01:00,4/9/2021,7:01:00,744,3.46,9.122,10.456,90.719142,1
1617977760,4/9/2021,14:16:00,4/9/2021,7:16:00,745,3.46,9.215,10.577,91.973419,0.998
1617978660,4/9/2021,14:31:00,4/9/2021,7:31:00,746,3.46,9.409,10.721,93.658235,1
1617979560,4/9/2021,14:46:00,4/9/2021,7:46:00,747,3.46,9.593,10.786,94.639357,1
1617980460,4/9/2021,15:01:00,4/9/2021,8:01:00,748,3.46,9.658,10.837,95.233637,1.001
1617981360,4/9/2021,15:16:00,4/9/2021,8:16:00,749,3.46,9.704,10.772,94.765721,0.999
1617982260,4/9/2021,15:31:00,4/9/2021,8:31:00,750,3.46,9.704,10.684,93.991549,0.999
1617983160,4/9/2021,15:46:00,4/9/2021,8:46:00,751,3.46,9.704,10.561,92.909467,0.999
1617984060,4/9/2021,16:01:00,4/9/2021,9:01:00,752,3.46,9.685,10.298,90.554958,0.999
1617984960,4/9/2021,16:16:00,4/9/2021,9:16:00,753,3.46,9.695,10.123,89.037207,0.999
1617985860,4/9/2021,16:31:00,4/9/2021,9:31:00,754,3.46,9.658,10.084,88.616406,0.999
1617986760,4/9/2021,16:46:00,4/9/2021,9:46:00,755,3.46,9.658,10.145,89.152463,0.998
1617987660,4/9/2021,17:01:00,4/9/2021,10:01:00,756,3.46,9.695,10.298,90.576426,0.999
1617988560,4/9/2021,17:16:00,4/9/2021,10:16:00,757,3.46,9.722,10.246,90.176735,0.999
1617989460,4/9/2021,17:31:00,4/9/2021,10:31:00,758,3.46,9.713,10.218,89.911128,1
1617990360,4/9/2021,17:46:00,4/9/2021,10:46:00,759,3.46,9.676,10.188,89.568564,0.999
1617991260,4/9/2021,18:01:00,4/9/2021,11:01:00,760,3.46,9.63,9.957,87.442248,0.998
1617992160,4/9/2021,18:16:00,4/9/2021,11:16:00,761,3.46,9.566,9.816,86.073092,0.999
1617993060,4/9/2021,18:31:00,4/9/2021,11:31:00,762,3.46,9.529,9.782,85.699567,0.999
1617993960,4/9/2021,18:46:00,4/9/2021,11:46:00,763,3.46,9.529,9.866,86.435486,0.998
1617994860,4/9/2021,19:01:00,4/9/2021,12:01:00,764,3.46,9.575,9.95,87.266747,0.998
1617995760,4/9/2021,19:16:00,4/9/2021,12:16:00,765,3.46,9.621,9.995,87.757217,0.998
1617996660,4/9/2021,19:31:00,4/9/2021,12:31:00,766,3.46,9.639,9.956,87.45214,0.999
1617997560,4/9/2021,19:46:00,4/9/2021,12:46:00,767,3.46,9.603,9.846,86.412051,0.999
1617998460,4/9/2021,20:01:00,4/9/2021,13:01:00,768,3.46,9.575,9.825,86.170431,0.999
1617999360,4/9/2021,20:16:00,4/9/2021,13:16:00,769,3.46,9.529,9.739,85.322846,0.997
1618000260,4/9/2021,20:31:00,4/9/2021,13:31:00,770,3.46,9.51,9.749,85.371879,0.999
1618001160,4/9/2021,20:46:00,4/9/2021,13:46:00,771,3.46,9.529,9.814,85.979917,0.999
1618002060,4/9/2021,21:01:00,4/9/2021,14:01:00,772,3.46,9.547,9.882,86.612711,0.998
1618002960,4/9/2021,21:16:00,4/9/2021,14:16:00,773,3.46,9.603,9.982,87.605636,0.999
1618003860,4/9/2021,21:31:00,4/9/2021,14:31:00,774,3.46,9.575,9.915,86.959778,0.998
1618004760,4/9/2021,21:46:00,4/9/2021,14:46:00,775,3.46,9.649,10.093,88.676564,0.998
1618005660,4/9/2021,22:01:00,4/9/2021,15:01:00,776,3.46,9.676,10.108,88.865238,0.998
1618006560,4/9/2021,22:16:00,4/9/2021,15:16:00,777,3.46,9.612,10.061,88.317836,0.999
1618007460,4/9/2021,22:31:00,4/9/2021,15:31:00,778,3.46,9.538,9.96,87.277686,0.999
1618008360,4/9/2021,22:46:00,4/9/2021,15:46:00,779,3.46,9.446,9.946,86.964467,0.999
1618009260,4/9/2021,23:01:00,4/9/2021,16:01:00,780,3.46,9.427,10,87.397073,0.998
1618010160,4/9/2021,23:16:00,4/9/2021,16:16:00,781,3.46,9.538,10.356,90.747762,1.001
1618011060,4/9/2021,23:31:00,4/9/2021,16:31:00,782,3.46,9.722,10.802,95.070183,0.999
